,location,total_sqft,bath,price,bhk
5917,Yelahanka,654.0,1.0,36.25,1
5918,other,1190.0,2.0,41.0,2
5919,Budigere,1636.0,3.0,92.0,3
5920,Hennur Road,1195.0,2.0,73.0,2
5921,other,1250.0,2.0,67.0,2
5922,Whitefield,1452.0,3.0,90.0,3
5923,Thanisandra,1546.0,3.0,95.0,3
5924,other,2260.0,3.0,80.0,2
5925,other,2700.0,3.0,90.0,4
5926,JP Nagar,3000.0,3.0,150.0,4
5927,other,375.0,1.0,26.0,1
5928,Balagere,1007.0,2.0,66.0,2
5929,Hennur Road,1020.0,2.0,47.0,2
5930,other,800.0,3.0,59.5,2
5931,Marathahalli,1125.0,2.0,55.0,2
5932,other,909.0,2.0,43.0,3
5933,other,1400.0,2.0,85.0,2
5934,Kadugodi,1152.0,2.0,61.0,2
5935,Subramanyapura,958.0,2.0,34.49,2
5936,Whitefield,1150.0,2.0,55.0,2
5937,Bellandur,1310.0,2.0,85.0,2
5938,Hosur Road,1590.0,2.0,126.0,3
5939,Green Glen Layout,1645.0,3.0,110.0,3
5940,other,1800.0,2.0,100.0,3
5941,8th Phase JP Nagar,1100.0,2.0,35.0,2
5942,Thanisandra,1087.0,1.0,38.535,1
5943,other,925.0,2.0,70.0,2
5944,Basavangudi,1542.14,3.0,120.0,3
5945,Thanisandra,1430.0,2.0,54.0,3
5946,Bommanahalli,1020.0,2.0,55.0,2
5947,Electronic City Phase II,1140.0,2.0,32.92,2
5948,Anekal,967.0,2.0,45.0,3
5949,Hebbal,2470.0,4.0,203.0,4
5950,other,850.0,1.0,35.5,2
5951,other,1100.0,2.0,32.0,2
5952,Thanisandra,1697.0,3.0,110.0,3
5953,Varthur,1250.0,2.0,47.0,2
5954,Gottigere,1120.0,2.0,50.0,2
5955,NRI Layout,1200.0,4.0,95.0,4
5956,Hennur Road,5100.0,6.0,375.0,5
5957,Hebbal,1200.0,2.0,52.0,2
5958,7th Phase JP Nagar,1100.0,2.0,44.0,2
5959,Devarachikkanahalli,1417.0,2.0,76.0,3
5960,Thanisandra,1492.0,3.0,88.0,3
5961,Devanahalli,1498.0,3.0,79.15,3
5962,Kundalahalli,1010.0,2.0,48.27,2
5963,Hennur,1255.0,2.0,53.5,2
5964,Channasandra,1050.0,2.0,35.0,2
5965,Hegde Nagar,1847.0,3.0,125.0,3
5966,other,1200.0,2.0,55.0,2
5967,Bellandur,982.0,2.0,37.28,2
5968,Hegde Nagar,2144.6,4.0,145.0,3
5969,Kengeri,750.0,2.0,36.5,2
5970,Electronic City,919.0,2.0,35.0,2
5971,Budigere,1087.0,2.0,54.3,2
5972,other,1480.0,3.0,74.0,3
5973,Tindlu,1180.0,2.0,52.0,2
5974,Jigani,1221.0,3.0,65.0,3
5975,Haralur Road,1194.0,2.0,46.0,2
5976,Thanisandra,2072.0,3.0,122.0,3
5977,Whitefield,1600.0,3.0,69.0,3
5978,Sahakara Nagar,2200.0,3.0,98.0,3
5979,Kaikondrahalli,1253.0,2.0,81.5,2
5980,Hennur Road,1061.0,2.0,54.92,2
5981,Marathahalli,1950.0,3.0,115.0,3
5982,Marathahalli,1250.0,2.0,68.0,2
5983,Hennur Road,1585.0,2.0,80.0,3
5984,Kanakpura Road,1452.0,3.0,60.98,3
5985,Kammasandra,1015.0,2.0,37.0,2
5986,Marathahalli,1125.0,2.0,56.8,2
5987,Electronic City Phase II,1116.0,2.0,40.0,2
5988,Kasavanhalli,4000.0,4.0,325.0,4
5989,Old Madras Road,1300.0,2.0,100.0,2
5990,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5991,other,1310.0,2.0,55.0,3
5992,Thigalarapalya,2072.0,4.0,152.0,3
5993,Kaggadasapura,1240.0,2.0,58.58,2
5994,Chamrajpet,1565.0,3.0,98.91,3
5995,Budigere,1820.0,3.0,89.0,3
5996,Gubbalala,2500.0,3.0,88.0,3
5997,Hosa Road,1245.0,2.0,62.0,2
5998,GM Palaya,1315.0,3.0,65.0,3
5999,Kenchenahalli,1410.0,2.0,73.0,3
6000,Dasarahalli,1375.0,2.0,60.0,2
6001,Old Madras Road,1299.0,2.0,95.0,2
6002,other,993.0,2.0,45.5,2
6003,Bommasandra Industrial Area,1200.0,3.0,45.0,2
6004,other,2400.0,5.0,180.0,4
6005,Hebbal,1255.0,2.0,95.0,3
6006,Hoodi,1655.0,3.0,131.0,3
6007,Whitefield,2830.0,5.0,190.0,4
6008,other,6000.0,1.0,276.0,1
6009,other,825.0,2.0,40.0,1
6010,Begur Road,1634.0,3.0,111.0,3
6011,Banaswadi,1222.0,2.0,80.0,2
6012,Gottigere,1500.0,3.0,63.0,3
6013,Akshaya Nagar,1890.0,4.0,100.0,3
6014,Hulimavu,850.0,1.0,39.5,2
6015,Whitefield,1295.0,2.0,78.5,2
6016,Sarjapur  Road,1320.0,2.0,100.0,2
6017,2nd Stage Nagarbhavi,3000.0,3.0,170.0,4
6018,Harlur,1197.0,2.0,82.0,2
6019,other,1320.0,2.0,60.0,3
6020,Whitefield,840.0,1.0,57.6,1
6021,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
6022,Kodihalli,1000.0,2.0,62.0,2
6023,Babusapalaya,1305.0,2.0,70.0,2
6024,Kodichikkanahalli,450.0,1.0,18.0,1
6025,CV Raman Nagar,705.0,1.0,57.0,1
6026,Tumkur Road,4800.0,5.0,150.0,5
6027,Whitefield,1991.0,3.0,104.0,3
6028,Battarahalli,1779.0,3.0,90.0,3
6029,Banaswadi,870.0,2.0,38.0,2
6030,Thanisandra,1595.0,3.0,120.0,3
6031,Kanakpura Road,525.0,1.0,26.0,1
6032,Iblur Village,2000.0,4.0,138.0,3
6033,Yelahanka,1614.0,3.0,93.0,3
6034,Gottigere,1200.0,2.0,40.0,2
6035,Electronic City Phase II,1150.0,3.0,46.0,3
6036,Sonnenahalli,1610.0,3.0,80.48,3
6037,Whitefield,1190.0,2.0,41.0,2
6038,other,1050.0,2.0,50.0,2
6039,7th Phase JP Nagar,1460.0,2.0,97.0,3
6040,other,600.0,1.0,33.0,1
6041,other,1569.0,3.0,70.0,3
6042,other,2600.0,3.0,147.0,3
6043,Electronics City Phase 1,645.0,1.0,42.5,1
6044,Marathahalli,1350.0,2.0,90.0,2
6045,other,1410.0,2.0,45.12,3
6046,Whitefield,1109.0,2.0,35.47,2
6047,Bannerghatta Road,1215.0,2.0,68.0,2
6048,Varthur Road,1255.0,2.0,52.76,2
6049,other,1020.0,2.0,49.0,2
6050,other,1225.0,2.0,82.0,3
6051,Singasandra,1120.0,2.0,60.0,2
6052,Kasavanhalli,1225.0,2.0,69.0,3
6053,Whitefield,5200.0,5.0,242.0,4
6054,Sarjapur  Road,1984.0,4.0,145.0,3
6055,Old Madras Road,2425.0,3.0,197.0,3
6056,ITPL,1200.0,3.0,56.12,3
6057,Bommasandra,1127.0,2.0,45.0,2
6058,Whitefield,1655.0,3.0,97.0,3
6059,Varthur,1200.0,3.0,68.38,3
6060,Kaggadasapura,1000.0,2.0,43.0,2
6061,CV Raman Nagar,1225.0,2.0,47.88,2
6062,Hormavu,1350.0,2.0,45.0,2
6063,Sahakara Nagar,1175.0,2.0,49.0,2
6064,other,655.0,1.0,27.0,1
6065,Hosa Road,1311.0,2.0,84.86,3
6066,CV Raman Nagar,1000.0,2.0,38.5,2
6067,other,1196.0,2.0,96.0,2
6068,Kanakpura Road,1050.0,2.0,59.0,3
6069,Somasundara Palya,1275.0,2.0,52.0,3
6070,other,927.0,2.0,50.0,2
6071,Varthur,1520.0,2.0,61.0,3
6072,Hebbal,1333.0,2.0,104.0,2
6073,other,600.0,1.0,18.0,1
6074,Sarjapur  Road,2582.5,2.0,85.125,3
6075,Koramangala,1100.0,2.0,85.0,2
6076,Haralur Road,1650.0,3.0,100.0,3
6077,Kasavanhalli,1917.0,3.0,132.0,3
6078,Billekahalli,950.0,2.0,58.11,2
6079,other,1175.0,2.0,48.72,2
6080,8th Phase JP Nagar,1089.0,2.0,43.55,2
6081,Hoodi,1257.0,2.0,68.5,2
6082,Sarjapur,650.0,1.0,19.87,1
6083,Whitefield,1850.0,3.0,150.0,3
6084,other,2800.0,4.0,200.0,4
6085,Vidyaranyapura,945.0,2.0,40.0,2
6086,Koramangala,1161.0,2.0,63.85,2
6087,Banashankari Stage V,1630.0,3.0,51.35,3
6088,Jalahalli,1310.0,2.0,60.0,3
6089,other,750.0,2.0,28.0,2
6090,Whitefield,1200.0,3.0,67.77,3
6091,other,1000.0,2.0,45.0,2
6092,Old Madras Road,4000.0,4.0,225.0,4
6093,Nagavara,1315.0,2.0,70.0,2
6094,Sahakara Nagar,1370.0,2.0,90.0,3
6095,Bellandur,1465.0,3.0,90.0,2
6096,Electronic City,1128.0,2.0,64.0,2
6097,Padmanabhanagar,1250.0,2.0,70.0,3
6098,Hebbal,1645.0,3.0,117.0,3
6099,Horamavu Agara,1284.0,2.0,75.0,3
6100,Hebbal,2600.0,3.0,199.0,3
6101,Kodigehalli,1820.0,3.0,150.0,3
6102,Haralur Road,1580.0,3.0,73.0,3
6103,Akshaya Nagar,2650.0,3.0,125.0,3
6104,Bannerghatta Road,1215.0,2.0,68.0,2
6105,Uttarahalli,1075.0,2.0,40.0,2
6106,R.T. Nagar,1400.0,2.0,78.0,3
6107,Subramanyapura,1400.0,2.0,55.0,3
6108,Bisuvanahalli,845.0,2.0,30.0,2
6109,Panathur,1199.0,2.0,85.0,2
6110,Gunjur,1175.0,2.0,43.48,2
6111,Bellandur,1767.0,3.0,109.0,3
6112,Sarjapur  Road,1800.0,3.0,90.0,4
6113,Talaghattapura,1856.0,3.0,135.0,3
6114,Whitefield,1290.0,2.0,90.0,2
6115,Kasavanhalli,1375.0,2.0,78.0,2
6116,other,985.0,2.0,57.0,2
6117,Singasandra,1099.0,2.0,37.5,2
6118,Marathahalli,1200.0,2.0,53.0,2
6119,Hulimavu,1000.0,2.0,45.0,2
6120,Electronic City,1159.0,2.0,38.0,3
6121,BTM Layout,1540.0,2.0,78.0,3
6122,other,1503.0,2.0,93.0,3
6123,Ambedkar Nagar,1850.0,4.0,120.0,3
6124,Uttarahalli,1580.0,3.0,60.0,3
6125,Mico Layout,1190.0,2.0,39.25,2
6126,other,1200.0,2.0,61.0,2
6127,ITPL,1200.0,3.0,56.12,3
6128,other,1500.0,2.0,52.0,3
6129,Thanisandra,1880.0,3.0,120.0,3
6130,Padmanabhanagar,1150.0,2.0,45.0,2
6131,Kasavanhalli,4408.0,4.0,344.0,4
6132,Bellandur,924.0,2.0,35.11,2
6133,Sarjapur  Road,7800.0,6.0,385.0,5
6134,other,1765.0,3.0,77.27,3
6135,Bannerghatta Road,1894.0,3.0,115.0,3
6136,Sector 7 HSR Layout,1760.0,3.0,142.0,3
6137,other,1768.0,3.0,95.0,3
6138,Kothanur,1790.0,3.0,97.0,3
6139,Whitefield,1200.0,2.0,45.0,2
6140,Kengeri,2540.0,4.0,160.0,4
6141,Mahadevpura,1137.0,2.0,53.4,2
6142,Jakkur,4305.905,2.0,229.0,4
6143,Mysore Road,1568.0,2.0,100.0,3
6144,Devanahalli,7370.0,4.0,393.5,4
6145,AECS Layout,1308.0,2.0,60.0,2
6146,Bisuvanahalli,1200.0,2.0,41.0,3
6147,other,800.0,1.0,32.0,1
6148,Subramanyapura,958.0,2.0,33.53,2
6149,Thigalarapalya,2072.0,4.0,160.0,3
6150,Talaghattapura,2273.0,3.0,159.0,3
6151,Thanisandra,760.0,1.0,50.0,1
6152,Dommasandra,1090.0,2.0,43.5,2
6153,Thigalarapalya,2072.0,4.0,155.0,3
6154,Sarjapur  Road,1550.0,2.0,89.0,3
6155,Ramagondanahalli,1251.0,2.0,50.0,2
6156,Electronic City,1070.0,2.0,53.0,2
6157,Kalena Agrahara,1200.0,2.0,45.0,2
6158,CV Raman Nagar,1435.0,2.0,60.0,3
6159,Bommasandra,1400.0,2.0,45.0,3
6160,Judicial Layout,2330.0,3.0,94.71,4
6161,Thanisandra,1200.0,2.0,60.0,2
6162,Panathur,1000.0,2.0,40.0,2
6163,Bannerghatta Road,1655.0,2.0,62.89,3
6164,other,600.0,1.0,35.0,1
6165,Electronics City Phase 1,1175.0,2.0,50.0,2
6166,Uttarahalli,1155.0,2.0,40.43,2
6167,Magadi Road,1200.0,3.0,98.0,3
6168,Budigere,1149.0,2.0,65.0,2
6169,Jakkur,2550.0,2.0,98.485,3
6170,other,1010.0,2.0,55.0,2
6171,Hegde Nagar,1718.0,3.0,119.0,3
6172,other,650.0,1.0,20.0,2
6173,Banashankari,1330.0,2.0,77.0,2
6174,Hormavu,1200.0,2.0,68.0,2
6175,Bannerghatta Road,1693.0,3.0,89.0,3
6176,Thanisandra,1800.0,4.0,125.0,3
6177,Margondanahalli,900.0,2.0,55.0,2
6178,NGR Layout,1020.0,2.0,46.0,2
6179,Amruthahalli,1700.0,3.0,77.0,3
6180,Panathur,661.0,1.0,40.0,1
6181,Bannerghatta Road,1280.0,2.0,60.16,2
6182,Hosur Road,1170.0,2.0,48.0,2
6183,Thanisandra,933.0,2.0,58.0,1
6184,Sarjapur  Road,1150.0,2.0,44.0,2
6185,Banjara Layout,1050.0,2.0,64.8,2
6186,other,1080.0,2.0,37.8,2
6187,Harlur,1303.0,2.0,90.0,2
6188,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
6189,Nagarbhavi,2500.0,3.0,180.0,5
6190,Bommanahalli,1250.0,3.0,41.0,3
6191,Akshaya Nagar,1419.0,2.0,87.0,3
6192,Banashankari,1200.0,2.0,49.0,2
6193,7th Phase JP Nagar,1120.0,2.0,65.0,2
6194,Electronics City Phase 1,1140.0,1.0,45.4,1
6195,Electronics City Phase 1,1245.0,2.0,75.0,2
6196,Channasandra,1093.0,2.0,34.0,2
6197,Hebbal,1345.0,2.0,97.0,2
6198,other,1500.0,2.0,45.0,2
6199,Vijayanagar,1180.0,2.0,86.0,2
6200,NGR Layout,1020.0,2.0,48.45,2
6201,other,1800.0,3.0,85.0,3
6202,Kothannur,1240.0,2.0,39.85,3
6203,CV Raman Nagar,1020.0,2.0,55.0,2
6204,other,2095.0,3.0,142.0,3
6205,Gunjur,1362.0,3.0,62.63,3
6206,Yelahanka,694.0,1.0,30.84,1
6207,Vittasandra,1404.0,2.0,70.0,2
6208,Electronic City Phase II,1192.0,2.0,47.0,3
6209,Vittasandra,1259.0,2.0,67.48,2
6210,Kengeri,1000.0,2.0,34.0,2
6211,Rachenahalli,985.0,2.0,49.97,2
6212,Indira Nagar,850.0,1.0,60.0,1
6213,Uttarahalli,1650.0,2.0,50.0,3
6214,Ambedkar Nagar,1367.0,2.0,86.0,2
6215,Rajaji Nagar,1210.0,2.0,81.0,3
6216,other,1190.0,2.0,48.6,2
6217,Sarjapur,1175.0,2.0,42.0,2
6218,Whitefield,1140.0,2.0,40.0,2
6219,Hoskote,1095.0,2.0,33.6,2
6220,Gubbalala,1435.0,2.0,80.0,3
6221,Choodasandra,725.0,2.0,36.0,2
6222,other,1600.0,2.0,88.0,3
6223,Nehru Nagar,1674.0,3.0,90.0,3
6224,Haralur Road,1243.0,2.0,46.0,2
6225,Kanakpura Road,1703.0,3.0,130.0,3
6226,Padmanabhanagar,1350.0,3.0,71.55,3
6227,Horamavu Agara,1145.0,2.0,41.21,2
6228,Whitefield,1216.0,2.0,75.0,2
6229,7th Phase JP Nagar,1100.0,3.0,60.0,2
6230,Kothanur,2700.0,4.0,175.0,4
6231,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
6232,Kanakpura Road,1600.0,3.0,90.0,3
6233,Banashankari Stage V,1510.0,3.0,47.57,3
6234,Haralur Road,1194.0,2.0,47.0,2
6235,Horamavu Agara,1250.0,4.0,100.0,4
6236,Laggere,620.0,2.0,48.0,1
6237,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
6238,Hennur Road,1020.0,2.0,45.0,2
6239,Hosakerehalli,1410.0,2.0,53.58,3
6240,Sarjapur  Road,1691.0,3.0,113.0,3
6241,KR Puram,1200.0,4.0,83.0,4
6242,Banaswadi,1200.0,2.0,60.0,2
6243,Old Airport Road,1050.0,2.0,50.0,2
6244,Kathriguppe,1300.0,3.0,77.99,3
6245,Whitefield,1356.0,2.0,94.84,2
6246,Whitefield,1338.0,2.0,103.0,2
6247,other,500.0,1.0,20.0,1
6248,other,1280.0,2.0,100.0,3
6249,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
6250,Anekal,620.0,1.0,23.5,2
6251,8th Phase JP Nagar,1605.0,2.0,65.0,3
6252,Thanisandra,1917.0,3.0,110.0,3
6253,Sarjapur  Road,1400.0,3.0,55.0,3
6254,Thubarahalli,2625.0,3.0,175.0,3
6255,Sahakara Nagar,1100.0,2.0,55.0,2
6256,Hennur Road,2041.0,3.0,128.0,3
6257,Sarjapur  Road,2070.0,4.0,160.0,3
6258,Hebbal,1110.0,3.0,59.0,3
6259,other,1650.0,3.0,110.0,3
6260,Ambedkar Nagar,3565.0,4.0,255.0,4
6261,Varthur Road,1033.0,2.0,30.47,3
6262,HSR Layout,1142.0,2.0,65.0,2
6263,other,1500.0,2.0,75.0,3
6264,Electronic City Phase II,1502.0,3.0,50.0,3
6265,other,1176.0,2.0,45.0,3
6266,Hosa Road,1063.0,2.0,32.8,2
6267,Kammanahalli,1100.0,2.0,60.0,2
6268,other,1044.0,2.0,85.0,2
6269,6th Phase JP Nagar,1216.0,2.0,60.0,2
6270,other,1425.0,3.0,55.0,3
6271,Hosur Road,1345.0,2.0,108.0,2
6272,Bellandur,3600.0,4.0,245.0,4
6273,Uttarahalli,1025.0,2.0,35.88,2
6274,Lakshminarayana Pura,3050.0,2.0,90.0,3
6275,Kadubeesanahalli,1424.0,2.0,75.0,3
6276,other,1285.0,2.0,45.0,2
6277,Babusapalaya,1450.0,2.0,55.99,2
6278,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
6279,other,2000.0,2.0,95.0,3
6280,Uttarahalli,1125.0,2.0,47.65,2
6281,Old Madras Road,3900.0,4.0,175.0,4
6282,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
6283,Arekere,1240.0,2.0,60.0,2
6284,Devanahalli,1466.0,3.0,77.59,3
6285,Ramagondanahalli,1610.0,2.0,115.0,3
6286,Sarjapur  Road,1220.0,3.0,56.0,3
6287,Kaggadasapura,1225.0,2.0,48.0,2
6288,Akshaya Nagar,1300.0,2.0,54.0,2
6289,Thanisandra,1996.0,4.0,123.0,3
6290,other,1320.0,2.0,55.0,3
6291,Sarjapur  Road,1435.0,3.0,90.0,3
6292,Rayasandra,1601.0,3.0,70.0,3
6293,Kadubeesanahalli,1257.0,2.0,93.0,2
6294,Iblur Village,3596.0,5.0,260.0,4
6295,Kasavanhalli,1309.0,2.0,95.0,2
6296,Yeshwanthpur,1362.0,2.0,100.0,2
6297,Whitefield,1115.0,2.0,55.0,2
6298,Whitefield,1870.0,3.0,90.0,3
6299,other,1322.0,2.0,61.99,2
6300,other,1450.0,2.0,65.0,3
6301,Banashankari,1185.0,2.0,67.0,2
6302,7th Phase JP Nagar,1790.0,3.0,120.0,3
6303,Whitefield,3450.0,4.0,208.0,3
6304,Rachenahalli,1050.0,2.0,52.5,2
6305,Devanahalli,775.0,1.0,39.0,1
6306,Hoodi,1000.0,2.0,48.0,2
6307,Thanisandra,1183.0,2.0,77.25,2
6308,other,425.0,1.0,15.0,1
6309,other,820.0,2.0,30.0,2
6310,Hebbal,1200.0,2.0,52.0,2
6311,Ramagondanahalli,1151.0,2.0,43.6,2
6312,Hulimavu,1320.0,2.0,59.0,3
6313,other,1450.0,3.0,68.0,3
6314,Poorna Pragna Layout,1270.0,2.0,50.79,3
6315,Hegde Nagar,1847.0,3.0,123.0,3
6316,Devanahalli,1020.0,2.0,49.87,1
6317,Somasundara Palya,1650.0,3.0,95.0,3
6318,Electronic City,2400.0,2.0,78.0,3
6319,Begur Road,1160.0,2.0,44.0,2
6320,Haralur Road,2805.0,4.0,154.0,4
6321,Mysore Road,1360.0,3.0,47.6,3
6322,Brookefield,1089.0,2.0,49.0,2
6323,Yelahanka,1115.0,2.0,60.0,2
6324,Kudlu Gate,1215.0,2.0,45.0,2
6325,Sarjapur  Road,1194.0,2.0,51.0,2
6326,Kannamangala,1536.0,3.0,104.0,3
6327,Hennur,1255.0,2.0,55.5,2
6328,Electronic City,1571.0,3.0,83.0,3
6329,other,900.0,1.0,70.0,2
6330,other,1517.0,2.0,125.0,2
6331,Budigere,664.0,1.0,35.4,1
6332,Devarachikkanahalli,1230.0,2.0,58.0,2
6333,Hegde Nagar,1340.0,2.0,72.0,2
6334,Sarjapur,1240.0,2.0,43.1,2
6335,Electronic City,1470.0,2.0,44.1,3
6336,Kanakpura Road,525.0,2.0,29.25,1
6337,7th Phase JP Nagar,1680.0,3.0,117.0,3
6338,other,1000.0,2.0,35.0,2
6339,Gunjur,1071.0,2.0,51.0,2
6340,Sector 2 HSR Layout,1512.0,3.0,80.0,3
6341,Kalyan nagar,1190.0,2.0,60.0,2
6342,Pattandur Agrahara,1550.0,2.0,80.0,3
6343,Kanakpura Road,1283.0,2.0,63.22,2
6344,Mallasandra,1325.0,2.0,73.0,2
6345,Whitefield,1105.0,2.0,35.36,2
6346,Banaswadi,1600.0,3.0,74.5,3
6347,Kanakpura Road,1150.0,2.0,41.145,2
6348,Hennur,1100.0,2.0,44.55,2
6349,Talaghattapura,2099.0,3.0,147.0,3
6350,Yelachenahalli,1365.0,2.0,72.0,3
6351,Hosur Road,1250.0,2.0,55.0,2
6352,Chikkalasandra,1290.0,2.0,56.12,3
6353,Bellandur,1170.0,2.0,46.79,2
6354,Kanakpura Road,1328.0,2.0,91.06,2
6355,Hennur Road,1232.0,2.0,87.0,2
6356,1st Phase JP Nagar,1180.0,2.0,88.5,2
6357,Electronic City,1350.0,3.0,66.0,3
6358,other,3602.0,4.0,280.0,4
6359,Nagasandra,2400.0,4.0,145.0,4
6360,Electronic City Phase II,1020.0,2.0,32.0,2
6361,Begur Road,1410.0,2.0,49.34,3
6362,other,2159.0,3.0,120.0,3
6363,TC Palaya,1200.0,2.0,66.0,3
6364,Hennur,1255.0,2.0,57.5,2
6365,Whitefield,1074.0,2.0,42.79,2
6366,other,1200.0,3.0,72.0,3
6367,Sarjapur,1170.0,2.0,35.41,3
6368,Tumkur Road,1026.5,1.0,31.315,1
6369,Bommanahalli,1660.0,2.0,100.0,3
6370,other,510.0,1.0,34.0,1
6371,Mahadevpura,1601.0,3.0,95.0,3
6372,Begur Road,952.0,2.0,42.0,2
6373,other,1166.0,2.0,65.0,2
6374,Electronic City Phase II,1900.0,3.0,97.0,4
6375,Haralur Road,1520.0,2.0,96.0,3
6376,Yelenahalli,1175.0,2.0,50.0,2
6377,Bharathi Nagar,1432.0,2.0,68.0,2
6378,Bommasandra Industrial Area,1005.0,2.0,39.77,2
6379,Rajiv Nagar,1309.0,2.0,80.0,2
6380,7th Phase JP Nagar,1050.0,2.0,77.0,2
6381,Kanakpura Road,1100.0,3.0,53.0,3
6382,Begur Road,1565.0,2.0,56.34,3
6383,other,940.0,2.0,56.0,2
6384,other,1015.0,2.0,40.1,2
6385,Electronic City,1652.0,3.0,110.0,3
6386,Whitefield,1100.0,2.0,52.0,2
6387,Rajiv Nagar,2340.0,4.0,145.0,4
6388,Kammanahalli,1200.0,1.0,81.0,2
6389,other,1400.0,3.0,69.0,3
6390,Whitefield,1267.0,2.0,90.33,2
6391,Bhoganhalli,2439.0,4.0,185.0,4
6392,other,1645.0,3.0,95.0,3
6393,Sahakara Nagar,1100.0,2.0,75.0,3
6394,Electronic City,1320.0,2.0,38.12,3
6395,Ananth Nagar,1000.0,2.0,29.7,2
6396,Kengeri Satellite Town,2480.0,2.0,160.0,2
6397,Kalyan nagar,1086.0,2.0,44.5,2
6398,Kengeri,416.0,1.0,18.0,1
6399,Hennur Road,1066.0,2.0,52.23,2
6400,OMBR Layout,1730.0,3.0,93.0,3
6401,Balagere,1205.0,2.0,63.86,2
6402,Marathahalli,2500.0,5.0,175.0,4
6403,Subramanyapura,960.0,2.0,55.0,2
6404,Haralur Road,1510.0,3.0,83.05,3
6405,other,1600.0,4.0,90.0,4
6406,Old Madras Road,2300.0,3.0,142.0,3
6407,other,1000.0,2.0,63.0,2
6408,Poorna Pragna Layout,1160.0,2.0,46.39,2
6409,Hormavu,1553.0,2.0,58.23,3
6410,Seegehalli,1134.0,2.0,45.0,2
6411,Horamavu Agara,2400.0,3.0,80.0,5
6412,Whitefield,2400.0,4.0,143.0,4
6413,other,1350.0,2.0,65.0,2
6414,Sarjapur,1032.0,2.0,42.0,2
6415,other,1998.0,3.0,117.0,3
6416,Murugeshpalya,1225.0,2.0,48.0,2
6417,Sarjapur  Road,1262.0,2.0,67.0,2
6418,Badavala Nagar,1842.0,3.0,115.0,3
6419,other,1300.0,2.0,60.0,2
6420,Kothannur,1070.0,2.0,38.6,2
6421,other,950.0,2.0,33.0,2
6422,Balagere,1012.0,2.0,53.58,2
6423,TC Palaya,1000.0,2.0,70.0,2
6424,Kadugodi,1394.0,2.0,56.0,2
6425,Amruthahalli,1450.0,2.0,85.0,3
6426,Banaswadi,527.0,1.0,35.0,1
6427,Sarjapur  Road,1693.0,3.0,125.0,3
6428,Horamavu Agara,1000.0,2.0,46.0,2
6429,Kogilu,952.0,2.0,49.0,2
6430,Mysore Road,1410.0,2.0,64.0,3
6431,Hebbal Kempapura,1400.0,2.0,108.0,2
6432,Chikka Tirupathi,3056.0,5.0,100.0,4
6433,Sarjapur  Road,1826.0,3.0,125.0,3
6434,Hosur Road,1689.0,3.0,103.0,3
6435,Bisuvanahalli,1075.0,2.0,31.0,3
6436,Hennur,960.0,2.0,48.0,2
6437,Channasandra,808.0,2.0,40.0,2
6438,Kodichikkanahalli,907.0,2.0,38.5,2
6439,Uttarahalli,1300.0,2.0,55.0,2
6440,other,1350.0,3.0,81.0,3
6441,Whitefield,1836.0,3.0,125.0,3
6442,other,826.0,2.0,36.0,2
6443,Hormavu,1200.0,2.0,68.0,2
6444,6th Phase JP Nagar,1460.0,2.0,80.0,2
6445,BTM 2nd Stage,965.0,2.0,56.0,2
6446,Kothannur,2000.0,4.0,95.0,4
6447,Bhoganhalli,1395.0,2.0,70.0,3
6448,Sarjapur  Road,1660.0,3.0,116.0,3
6449,other,935.0,2.0,35.0,2
6450,other,1180.0,2.0,39.0,2
6451,Electronic City,1090.0,2.0,31.48,2
6452,Kanakpura Road,1204.0,2.0,82.0,2
6453,Thigalarapalya,2072.0,4.0,153.0,3
6454,Haralur Road,1056.0,2.0,65.0,2
6455,Hebbal,985.0,2.0,62.0,2
6456,Banashankari Stage V,1315.0,2.0,49.0,3
6457,KR Puram,734.0,2.0,22.0,2
6458,Kammanahalli,2900.0,4.0,200.0,4
6459,Yelahanka,2317.0,4.0,140.0,3
6460,Singasandra,600.0,1.0,45.0,1
6461,other,2200.0,3.0,115.0,4
6462,Attibele,656.0,2.0,25.0,2
6463,Attibele,400.0,1.0,11.5,1
6464,Yeshwanthpur,666.0,1.0,36.8,1
6465,7th Phase JP Nagar,1174.0,2.0,47.0,2
6466,Budigere,1153.0,2.0,56.7,2
6467,Narayanapura,2400.0,5.0,85.0,5
6468,Marathahalli,957.0,2.0,47.0,2
6469,Sarjapur  Road,1060.0,2.0,50.0,2
6470,Banashankari,1000.0,2.0,50.0,2
6471,Kanakpura Road,1843.0,3.0,88.0,3
6472,Kanakpura Road,1150.0,2.0,40.25,3
6473,Kanakpura Road,1703.0,3.0,130.0,3
6474,Kaval Byrasandra,1125.0,2.0,41.5,2
6475,Battarahalli,1516.0,3.0,65.0,3
6476,Brookefield,1130.0,2.0,56.0,2
6477,Iblur Village,3596.0,5.0,279.0,4
