,location,total_sqft,bath,price,bhk,encoded_loc
5792,other,700.0,2.0,29.0,2,240
5793,BTM Layout,1300.0,2.0,75.0,3,25
5794,JP Nagar,1600.0,3.0,83.0,3,113
5795,Magadi Road,1052.0,2.0,60.0,3,159
5796,Devarachikkanahalli,1130.0,2.0,36.0,2,69
5797,Electronic City,1500.0,2.0,63.0,3,77
5798,Old Madras Road,1350.0,3.0,47.25,3,183
5799,Gottigere,1230.0,2.0,52.0,3,85
5800,Haralur Road,1520.0,2.0,85.0,3,93
5801,Kanakpura Road,525.0,1.0,26.25,1,131
5802,Hosa Road,1040.0,2.0,61.0,2,104
5803,other,1300.0,2.0,67.0,3,240
5804,Old Airport Road,2690.0,4.0,201.0,4,182
5805,Panathur,1140.0,2.0,51.2,2,186
5806,Nagavarapalya,646.0,1.0,25.84,1,177
5807,Kadugodi,1890.0,4.0,125.0,3,121
5808,Kadugodi,1050.0,2.0,34.0,2,121
5809,Whitefield,1458.0,2.0,62.0,3,234
5810,Green Glen Layout,1970.0,3.0,160.0,3,86
5811,Whitefield,1808.0,4.0,80.0,3,234
5812,Balagere,1007.0,2.0,67.0,2,28
5813,Doddathoguru,1105.0,2.0,50.0,2,73
5814,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2,193
5815,Chandapura,1080.0,2.0,45.0,2,58
5816,Kaggalipura,1150.0,2.0,62.0,3,123
5817,Ramamurthy Nagar,1200.0,2.0,57.9,2,197
5818,other,1200.0,2.0,54.0,2,240
5819,Kudlu Gate,1656.0,3.0,75.0,3,152
5820,KR Puram,1040.0,2.0,50.0,2,119
5821,Hosur Road,1085.0,2.0,33.7,2,107
5822,other,1215.0,2.0,49.75,3,240
5823,NRI Layout,2150.0,4.0,115.0,4,173
5824,Panathur,1210.0,2.0,77.0,2,186
5825,other,1050.0,2.0,55.0,2,240
5826,Iblur Village,1920.0,3.0,150.0,3,111
5827,Uttarahalli,1250.0,2.0,50.0,3,225
5828,Malleshpalya,1421.0,2.0,90.0,2,163
5829,Old Madras Road,1425.0,2.0,74.31,3,183
5830,Budigere,1162.0,2.0,58.0,2,55
5831,Whitefield,905.0,1.0,60.0,1,234
5832,Sarjapur  Road,914.0,2.0,32.0,2,203
5833,other,1258.0,2.0,58.0,2,240
5834,Whitefield,1537.0,2.0,70.0,3,234
5835,Chikkalasandra,1230.0,2.0,53.51,3,62
5836,Hosur Road,2000.0,4.0,69.0,4,107
5837,Indira Nagar,3200.0,3.0,250.0,4,112
5838,Anjanapura,950.0,2.0,32.0,2,19
5839,Marathahalli,4000.0,4.0,200.0,4,165
5840,Yelahanka,1282.0,2.0,48.72,3,236
5841,Jakkur,1220.0,2.0,49.0,3,114
5842,Budigere,1636.0,3.0,85.0,3,55
5843,7th Phase JP Nagar,1415.0,3.0,65.0,3,7
5844,Green Glen Layout,1728.0,3.0,125.0,3,86
5845,7th Phase JP Nagar,1680.0,3.0,125.0,3,7
5846,Yelahanka,3990.0,4.0,260.0,4,236
5847,Kasavanhalli,1495.0,2.0,83.0,2,134
5848,Yeshwanthpur,2501.0,3.0,138.0,3,239
5849,Kanakpura Road,381.0,1.0,28.0,1,131
5850,Hennur Road,2002.0,3.0,120.0,3,99
5851,other,3200.0,3.0,260.0,3,240
5852,Banjara Layout,1200.0,2.0,70.0,2,35
5853,Bommasandra,1942.0,3.0,90.0,3,51
5854,other,1450.0,3.0,90.0,3,240
5855,Electronic City,1039.0,2.0,50.0,2,77
5856,Old Madras Road,1210.0,2.0,80.0,2,183
5857,Yelahanka,1620.0,3.0,90.0,3,236
5858,Hebbal Kempapura,3408.0,3.0,260.0,3,96
5859,Marathahalli,1314.0,2.0,55.0,2,165
5860,Bisuvanahalli,945.0,2.0,33.0,2,49
5861,Nehru Nagar,1374.0,3.0,72.0,3,180
5862,Kanakpura Road,1603.0,3.0,113.0,3,131
5863,Kengeri,1230.0,2.0,52.0,3,139
5864,Basavangudi,670.0,1.0,50.0,1,38
5865,Sarjapur  Road,1864.0,3.0,105.0,4,203
5866,Hosa Road,2500.0,3.0,100.0,3,104
5867,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3,193
5868,Whitefield,1186.0,2.0,55.0,2,234
5869,Electronic City,770.0,1.0,39.9,2,77
5870,Varthur,1085.0,2.0,45.0,2,226
5871,other,1893.0,3.0,115.0,3,240
5872,Kundalahalli,1496.0,2.0,78.0,3,154
5873,Electronics City Phase 1,1550.0,2.0,82.0,3,79
5874,Marathahalli,1200.0,2.0,58.17,3,165
5875,Badavala Nagar,1494.0,2.0,94.55,3,27
5876,Electronic City Phase II,1286.0,2.0,69.0,2,78
5877,Hebbal,1860.0,3.0,95.0,3,95
5878,Haralur Road,1243.0,2.0,45.0,2,93
5879,Brookefield,1200.0,2.0,75.0,2,54
5880,Sarjapur,1044.0,2.0,32.0,2,202
5881,7th Phase JP Nagar,1040.0,2.0,41.59,2,7
5882,8th Phase JP Nagar,1125.0,2.0,36.94,2,8
5883,Subramanyapura,1278.0,2.0,59.0,3,214
5884,other,2400.0,6.0,98.0,6,240
5885,other,1250.0,2.0,43.0,2,240
5886,Vijayanagar,2400.0,6.0,125.0,5,230
5887,Lakshminarayana Pura,1210.0,2.0,75.0,2,157
5888,Sarjapur  Road,1157.0,2.0,57.84,3,203
5889,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2,193
5890,Kalena Agrahara,1450.0,3.0,100.0,3,125
5891,Old Madras Road,1859.0,3.0,121.0,3,183
5892,Ramamurthy Nagar,1305.0,3.0,60.0,3,197
5893,Thanisandra,1165.5,1.0,35.285,1,218
5894,Kasavanhalli,5000.0,2.0,400.0,2,134
5895,Sarjapur  Road,1150.0,2.0,36.8,2,203
5896,Whitefield,1806.0,3.0,85.0,3,234
5897,Kudlu,1027.0,2.0,42.0,2,151
5898,Uttarahalli,1002.0,2.0,40.08,2,225
5899,Electronic City Phase II,1220.0,2.0,36.21,3,78
5900,Whitefield,1109.0,2.0,35.22,2,234
5901,Uttarahalli,1002.0,2.0,40.08,2,225
5902,Narayanapura,1308.0,2.0,89.04,2,178
5903,Hennur Road,1232.0,2.0,69.6,2,99
5904,Haralur Road,1027.0,2.0,44.0,2,93
5905,Kalyan nagar,1250.0,2.0,65.0,2,126
5906,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2,193
5907,Akshaya Nagar,1434.0,3.0,84.0,3,12
5908,Doddathoguru,925.0,2.0,30.0,2,73
5909,Jakkur,1858.0,3.0,123.0,3,114
5910,other,1205.0,2.0,70.0,2,240
5911,other,1500.0,3.0,90.0,3,240
5912,Mysore Road,1020.0,2.0,48.95,2,171
5913,Thanisandra,965.0,2.0,56.0,2,218
5914,Battarahalli,1636.0,2.0,82.89,2,40
5915,Kundalahalli,1724.0,3.0,125.0,3,154
5916,Whitefield,1216.0,2.0,67.0,2,234
5917,Yelahanka,654.0,1.0,36.25,1,236
5918,other,1190.0,2.0,41.0,2,240
5919,Budigere,1636.0,3.0,92.0,3,55
5920,Hennur Road,1195.0,2.0,73.0,2,99
5921,other,1250.0,2.0,67.0,2,240
5922,Whitefield,1452.0,3.0,90.0,3,234
5923,Thanisandra,1546.0,3.0,95.0,3,218
5924,other,2260.0,3.0,80.0,2,240
5925,other,2700.0,3.0,90.0,4,240
5926,JP Nagar,3000.0,3.0,150.0,4,113
5927,other,375.0,1.0,26.0,1,240
5928,Balagere,1007.0,2.0,66.0,2,28
5929,Hennur Road,1020.0,2.0,47.0,2,99
5930,other,800.0,3.0,59.5,2,240
5931,Marathahalli,1125.0,2.0,55.0,2,165
5932,other,909.0,2.0,43.0,3,240
5933,other,1400.0,2.0,85.0,2,240
5934,Kadugodi,1152.0,2.0,61.0,2,121
5935,Subramanyapura,958.0,2.0,34.49,2,214
5936,Whitefield,1150.0,2.0,55.0,2,234
5937,Bellandur,1310.0,2.0,85.0,2,43
5938,Hosur Road,1590.0,2.0,126.0,3,107
5939,Green Glen Layout,1645.0,3.0,110.0,3,86
5940,other,1800.0,2.0,100.0,3,240
5941,8th Phase JP Nagar,1100.0,2.0,35.0,2,8
5942,Thanisandra,1087.0,1.0,38.535,1,218
5943,other,925.0,2.0,70.0,2,240
5944,Basavangudi,1542.14,3.0,120.0,3,38
5945,Thanisandra,1430.0,2.0,54.0,3,218
5946,Bommanahalli,1020.0,2.0,55.0,2,50
5947,Electronic City Phase II,1140.0,2.0,32.92,2,78
5948,Anekal,967.0,2.0,45.0,3,18
5949,Hebbal,2470.0,4.0,203.0,4,95
5950,other,850.0,1.0,35.5,2,240
5951,other,1100.0,2.0,32.0,2,240
5952,Thanisandra,1697.0,3.0,110.0,3,218
5953,Varthur,1250.0,2.0,47.0,2,226
5954,Gottigere,1120.0,2.0,50.0,2,85
5955,NRI Layout,1200.0,4.0,95.0,4,173
5956,Hennur Road,5100.0,6.0,375.0,5,99
5957,Hebbal,1200.0,2.0,52.0,2,95
5958,7th Phase JP Nagar,1100.0,2.0,44.0,2,7
5959,Devarachikkanahalli,1417.0,2.0,76.0,3,69
5960,Thanisandra,1492.0,3.0,88.0,3,218
5961,Devanahalli,1498.0,3.0,79.15,3,68
5962,Kundalahalli,1010.0,2.0,48.27,2,154
5963,Hennur,1255.0,2.0,53.5,2,98
5964,Channasandra,1050.0,2.0,35.0,2,59
5965,Hegde Nagar,1847.0,3.0,125.0,3,97
5966,other,1200.0,2.0,55.0,2,240
5967,Bellandur,982.0,2.0,37.28,2,43
5968,Hegde Nagar,2144.6,4.0,145.0,3,97
5969,Kengeri,750.0,2.0,36.5,2,139
5970,Electronic City,919.0,2.0,35.0,2,77
5971,Budigere,1087.0,2.0,54.3,2,55
5972,other,1480.0,3.0,74.0,3,240
5973,Tindlu,1180.0,2.0,52.0,2,222
5974,Jigani,1221.0,3.0,65.0,3,117
5975,Haralur Road,1194.0,2.0,46.0,2,93
5976,Thanisandra,2072.0,3.0,122.0,3,218
5977,Whitefield,1600.0,3.0,69.0,3,234
5978,Sahakara Nagar,2200.0,3.0,98.0,3,199
5979,Kaikondrahalli,1253.0,2.0,81.5,2,124
5980,Hennur Road,1061.0,2.0,54.92,2,99
5981,Marathahalli,1950.0,3.0,115.0,3,165
5982,Marathahalli,1250.0,2.0,68.0,2,165
5983,Hennur Road,1585.0,2.0,80.0,3,99
5984,Kanakpura Road,1452.0,3.0,60.98,3,131
5985,Kammasandra,1015.0,2.0,37.0,2,129
5986,Marathahalli,1125.0,2.0,56.8,2,165
5987,Electronic City Phase II,1116.0,2.0,40.0,2,78
5988,Kasavanhalli,4000.0,4.0,325.0,4,134
5989,Old Madras Road,1300.0,2.0,100.0,2,183
5990,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2,193
5991,other,1310.0,2.0,55.0,3,240
5992,Thigalarapalya,2072.0,4.0,152.0,3,219
5993,Kaggadasapura,1240.0,2.0,58.58,2,122
5994,Chamrajpet,1565.0,3.0,98.91,3,57
5995,Budigere,1820.0,3.0,89.0,3,55
5996,Gubbalala,2500.0,3.0,88.0,3,87
5997,Hosa Road,1245.0,2.0,62.0,2,104
5998,GM Palaya,1315.0,3.0,65.0,3,81
5999,Kenchenahalli,1410.0,2.0,73.0,3,138
6000,Dasarahalli,1375.0,2.0,60.0,2,67
6001,Old Madras Road,1299.0,2.0,95.0,2,183
6002,other,993.0,2.0,45.5,2,240
6003,Bommasandra Industrial Area,1200.0,3.0,45.0,2,52
6004,other,2400.0,5.0,180.0,4,240
6005,Hebbal,1255.0,2.0,95.0,3,95
6006,Hoodi,1655.0,3.0,131.0,3,100
6007,Whitefield,2830.0,5.0,190.0,4,234
6008,other,6000.0,1.0,276.0,1,240
6009,other,825.0,2.0,40.0,1,240
6010,Begur Road,1634.0,3.0,111.0,3,42
6011,Banaswadi,1222.0,2.0,80.0,2,34
6012,Gottigere,1500.0,3.0,63.0,3,85
6013,Akshaya Nagar,1890.0,4.0,100.0,3,12
6014,Hulimavu,850.0,1.0,39.5,2,108
6015,Whitefield,1295.0,2.0,78.5,2,234
6016,Sarjapur  Road,1320.0,2.0,100.0,2,203
6017,2nd Stage Nagarbhavi,3000.0,3.0,170.0,4,3
6018,Harlur,1197.0,2.0,82.0,2,94
6019,other,1320.0,2.0,60.0,3,240
6020,Whitefield,840.0,1.0,57.6,1,234
6021,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3,193
6022,Kodihalli,1000.0,2.0,62.0,2,145
6023,Babusapalaya,1305.0,2.0,70.0,2,26
6024,Kodichikkanahalli,450.0,1.0,18.0,1,142
6025,CV Raman Nagar,705.0,1.0,57.0,1,56
6026,Tumkur Road,4800.0,5.0,150.0,5,223
6027,Whitefield,1991.0,3.0,104.0,3,234
6028,Battarahalli,1779.0,3.0,90.0,3,40
6029,Banaswadi,870.0,2.0,38.0,2,34
6030,Thanisandra,1595.0,3.0,120.0,3,218
6031,Kanakpura Road,525.0,1.0,26.0,1,131
6032,Iblur Village,2000.0,4.0,138.0,3,111
6033,Yelahanka,1614.0,3.0,93.0,3,236
6034,Gottigere,1200.0,2.0,40.0,2,85
6035,Electronic City Phase II,1150.0,3.0,46.0,3,78
6036,Sonnenahalli,1610.0,3.0,80.48,3,213
6037,Whitefield,1190.0,2.0,41.0,2,234
6038,other,1050.0,2.0,50.0,2,240
6039,7th Phase JP Nagar,1460.0,2.0,97.0,3,7
6040,other,600.0,1.0,33.0,1,240
6041,other,1569.0,3.0,70.0,3,240
6042,other,2600.0,3.0,147.0,3,240
6043,Electronics City Phase 1,645.0,1.0,42.5,1,79
6044,Marathahalli,1350.0,2.0,90.0,2,165
6045,other,1410.0,2.0,45.12,3,240
6046,Whitefield,1109.0,2.0,35.47,2,234
6047,Bannerghatta Road,1215.0,2.0,68.0,2,37
6048,Varthur Road,1255.0,2.0,52.76,2,227
6049,other,1020.0,2.0,49.0,2,240
6050,other,1225.0,2.0,82.0,3,240
6051,Singasandra,1120.0,2.0,60.0,2,210
6052,Kasavanhalli,1225.0,2.0,69.0,3,134
6053,Whitefield,5200.0,5.0,242.0,4,234
6054,Sarjapur  Road,1984.0,4.0,145.0,3,203
6055,Old Madras Road,2425.0,3.0,197.0,3,183
6056,ITPL,1200.0,3.0,56.12,3,110
6057,Bommasandra,1127.0,2.0,45.0,2,51
6058,Whitefield,1655.0,3.0,97.0,3,234
6059,Varthur,1200.0,3.0,68.38,3,226
6060,Kaggadasapura,1000.0,2.0,43.0,2,122
6061,CV Raman Nagar,1225.0,2.0,47.88,2,56
6062,Hormavu,1350.0,2.0,45.0,2,103
6063,Sahakara Nagar,1175.0,2.0,49.0,2,199
6064,other,655.0,1.0,27.0,1,240
6065,Hosa Road,1311.0,2.0,84.86,3,104
6066,CV Raman Nagar,1000.0,2.0,38.5,2,56
6067,other,1196.0,2.0,96.0,2,240
6068,Kanakpura Road,1050.0,2.0,59.0,3,131
6069,Somasundara Palya,1275.0,2.0,52.0,3,211
6070,other,927.0,2.0,50.0,2,240
6071,Varthur,1520.0,2.0,61.0,3,226
6072,Hebbal,1333.0,2.0,104.0,2,95
6073,other,600.0,1.0,18.0,1,240
6074,Sarjapur  Road,2582.5,2.0,85.125,3,203
6075,Koramangala,1100.0,2.0,85.0,2,148
6076,Haralur Road,1650.0,3.0,100.0,3,93
6077,Kasavanhalli,1917.0,3.0,132.0,3,134
6078,Billekahalli,950.0,2.0,58.11,2,47
6079,other,1175.0,2.0,48.72,2,240
6080,8th Phase JP Nagar,1089.0,2.0,43.55,2,8
6081,Hoodi,1257.0,2.0,68.5,2,100
6082,Sarjapur,650.0,1.0,19.87,1,202
6083,Whitefield,1850.0,3.0,150.0,3,234
6084,other,2800.0,4.0,200.0,4,240
6085,Vidyaranyapura,945.0,2.0,40.0,2,229
6086,Koramangala,1161.0,2.0,63.85,2,148
6087,Banashankari Stage V,1630.0,3.0,51.35,3,32
6088,Jalahalli,1310.0,2.0,60.0,3,115
6089,other,750.0,2.0,28.0,2,240
6090,Whitefield,1200.0,3.0,67.77,3,234
6091,other,1000.0,2.0,45.0,2,240
6092,Old Madras Road,4000.0,4.0,225.0,4,183
6093,Nagavara,1315.0,2.0,70.0,2,176
6094,Sahakara Nagar,1370.0,2.0,90.0,3,199
6095,Bellandur,1465.0,3.0,90.0,2,43
6096,Electronic City,1128.0,2.0,64.0,2,77
6097,Padmanabhanagar,1250.0,2.0,70.0,3,184
6098,Hebbal,1645.0,3.0,117.0,3,95
6099,Horamavu Agara,1284.0,2.0,75.0,3,101
6100,Hebbal,2600.0,3.0,199.0,3,95
6101,Kodigehalli,1820.0,3.0,150.0,3,144
6102,Haralur Road,1580.0,3.0,73.0,3,93
6103,Akshaya Nagar,2650.0,3.0,125.0,3,12
6104,Bannerghatta Road,1215.0,2.0,68.0,2,37
6105,Uttarahalli,1075.0,2.0,40.0,2,225
6106,R.T. Nagar,1400.0,2.0,78.0,3,191
6107,Subramanyapura,1400.0,2.0,55.0,3,214
6108,Bisuvanahalli,845.0,2.0,30.0,2,49
6109,Panathur,1199.0,2.0,85.0,2,186
6110,Gunjur,1175.0,2.0,43.48,2,88
6111,Bellandur,1767.0,3.0,109.0,3,43
6112,Sarjapur  Road,1800.0,3.0,90.0,4,203
6113,Talaghattapura,1856.0,3.0,135.0,3,217
6114,Whitefield,1290.0,2.0,90.0,2,234
6115,Kasavanhalli,1375.0,2.0,78.0,2,134
6116,other,985.0,2.0,57.0,2,240
6117,Singasandra,1099.0,2.0,37.5,2,210
6118,Marathahalli,1200.0,2.0,53.0,2,165
6119,Hulimavu,1000.0,2.0,45.0,2,108
6120,Electronic City,1159.0,2.0,38.0,3,77
6121,BTM Layout,1540.0,2.0,78.0,3,25
6122,other,1503.0,2.0,93.0,3,240
6123,Ambedkar Nagar,1850.0,4.0,120.0,3,14
6124,Uttarahalli,1580.0,3.0,60.0,3,225
6125,Mico Layout,1190.0,2.0,39.25,2,168
6126,other,1200.0,2.0,61.0,2,240
6127,ITPL,1200.0,3.0,56.12,3,110
6128,other,1500.0,2.0,52.0,3,240
6129,Thanisandra,1880.0,3.0,120.0,3,218
6130,Padmanabhanagar,1150.0,2.0,45.0,2,184
6131,Kasavanhalli,4408.0,4.0,344.0,4,134
6132,Bellandur,924.0,2.0,35.11,2,43
6133,Sarjapur  Road,7800.0,6.0,385.0,5,203
6134,other,1765.0,3.0,77.27,3,240
6135,Bannerghatta Road,1894.0,3.0,115.0,3,37
6136,Sector 7 HSR Layout,1760.0,3.0,142.0,3,206
6137,other,1768.0,3.0,95.0,3,240
6138,Kothanur,1790.0,3.0,97.0,3,150
6139,Whitefield,1200.0,2.0,45.0,2,234
6140,Kengeri,2540.0,4.0,160.0,4,139
6141,Mahadevpura,1137.0,2.0,53.4,2,160
6142,Jakkur,4305.905,2.0,229.0,4,114
6143,Mysore Road,1568.0,2.0,100.0,3,171
6144,Devanahalli,7370.0,4.0,393.5,4,68
6145,AECS Layout,1308.0,2.0,60.0,2,10
6146,Bisuvanahalli,1200.0,2.0,41.0,3,49
6147,other,800.0,1.0,32.0,1,240
6148,Subramanyapura,958.0,2.0,33.53,2,214
6149,Thigalarapalya,2072.0,4.0,160.0,3,219
6150,Talaghattapura,2273.0,3.0,159.0,3,217
6151,Thanisandra,760.0,1.0,50.0,1,218
6152,Dommasandra,1090.0,2.0,43.5,2,75
6153,Thigalarapalya,2072.0,4.0,155.0,3,219
6154,Sarjapur  Road,1550.0,2.0,89.0,3,203
6155,Ramagondanahalli,1251.0,2.0,50.0,2,196
6156,Electronic City,1070.0,2.0,53.0,2,77
6157,Kalena Agrahara,1200.0,2.0,45.0,2,125
6158,CV Raman Nagar,1435.0,2.0,60.0,3,56
6159,Bommasandra,1400.0,2.0,45.0,3,51
6160,Judicial Layout,2330.0,3.0,94.71,4,118
6161,Thanisandra,1200.0,2.0,60.0,2,218
6162,Panathur,1000.0,2.0,40.0,2,186
6163,Bannerghatta Road,1655.0,2.0,62.89,3,37
6164,other,600.0,1.0,35.0,1,240
6165,Electronics City Phase 1,1175.0,2.0,50.0,2,79
6166,Uttarahalli,1155.0,2.0,40.43,2,225
6167,Magadi Road,1200.0,3.0,98.0,3,159
6168,Budigere,1149.0,2.0,65.0,2,55
6169,Jakkur,2550.0,2.0,98.485,3,114
6170,other,1010.0,2.0,55.0,2,240
6171,Hegde Nagar,1718.0,3.0,119.0,3,97
6172,other,650.0,1.0,20.0,2,240
6173,Banashankari,1330.0,2.0,77.0,2,29
6174,Hormavu,1200.0,2.0,68.0,2,103
6175,Bannerghatta Road,1693.0,3.0,89.0,3,37
6176,Thanisandra,1800.0,4.0,125.0,3,218
6177,Margondanahalli,900.0,2.0,55.0,2,166
6178,NGR Layout,1020.0,2.0,46.0,2,172
6179,Amruthahalli,1700.0,3.0,77.0,3,15
6180,Panathur,661.0,1.0,40.0,1,186
6181,Bannerghatta Road,1280.0,2.0,60.16,2,37
6182,Hosur Road,1170.0,2.0,48.0,2,107
6183,Thanisandra,933.0,2.0,58.0,1,218
6184,Sarjapur  Road,1150.0,2.0,44.0,2,203
6185,Banjara Layout,1050.0,2.0,64.8,2,35
6186,other,1080.0,2.0,37.8,2,240
6187,Harlur,1303.0,2.0,90.0,2,94
6188,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,193
6189,Nagarbhavi,2500.0,3.0,180.0,5,174
6190,Bommanahalli,1250.0,3.0,41.0,3,50
6191,Akshaya Nagar,1419.0,2.0,87.0,3,12
6192,Banashankari,1200.0,2.0,49.0,2,29
6193,7th Phase JP Nagar,1120.0,2.0,65.0,2,7
6194,Electronics City Phase 1,1140.0,1.0,45.4,1,79
6195,Electronics City Phase 1,1245.0,2.0,75.0,2,79
6196,Channasandra,1093.0,2.0,34.0,2,59
6197,Hebbal,1345.0,2.0,97.0,2,95
6198,other,1500.0,2.0,45.0,2,240
6199,Vijayanagar,1180.0,2.0,86.0,2,230
6200,NGR Layout,1020.0,2.0,48.45,2,172
6201,other,1800.0,3.0,85.0,3,240
6202,Kothannur,1240.0,2.0,39.85,3,149
6203,CV Raman Nagar,1020.0,2.0,55.0,2,56
6204,other,2095.0,3.0,142.0,3,240
6205,Gunjur,1362.0,3.0,62.63,3,88
6206,Yelahanka,694.0,1.0,30.84,1,236
6207,Vittasandra,1404.0,2.0,70.0,2,233
6208,Electronic City Phase II,1192.0,2.0,47.0,3,78
6209,Vittasandra,1259.0,2.0,67.48,2,233
6210,Kengeri,1000.0,2.0,34.0,2,139
6211,Rachenahalli,985.0,2.0,49.97,2,192
6212,Indira Nagar,850.0,1.0,60.0,1,112
6213,Uttarahalli,1650.0,2.0,50.0,3,225
6214,Ambedkar Nagar,1367.0,2.0,86.0,2,14
6215,Rajaji Nagar,1210.0,2.0,81.0,3,194
6216,other,1190.0,2.0,48.6,2,240
6217,Sarjapur,1175.0,2.0,42.0,2,202
6218,Whitefield,1140.0,2.0,40.0,2,234
6219,Hoskote,1095.0,2.0,33.6,2,106
6220,Gubbalala,1435.0,2.0,80.0,3,87
6221,Choodasandra,725.0,2.0,36.0,2,63
6222,other,1600.0,2.0,88.0,3,240
6223,Nehru Nagar,1674.0,3.0,90.0,3,180
6224,Haralur Road,1243.0,2.0,46.0,2,93
6225,Kanakpura Road,1703.0,3.0,130.0,3,131
6226,Padmanabhanagar,1350.0,3.0,71.55,3,184
6227,Horamavu Agara,1145.0,2.0,41.21,2,101
6228,Whitefield,1216.0,2.0,75.0,2,234
6229,7th Phase JP Nagar,1100.0,3.0,60.0,2,7
6230,Kothanur,2700.0,4.0,175.0,4,150
6231,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,193
6232,Kanakpura Road,1600.0,3.0,90.0,3,131
6233,Banashankari Stage V,1510.0,3.0,47.57,3,32
6234,Haralur Road,1194.0,2.0,47.0,2,93
6235,Horamavu Agara,1250.0,4.0,100.0,4,101
6236,Laggere,620.0,2.0,48.0,1,156
6237,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3,193
6238,Hennur Road,1020.0,2.0,45.0,2,99
6239,Hosakerehalli,1410.0,2.0,53.58,3,105
6240,Sarjapur  Road,1691.0,3.0,113.0,3,203
6241,KR Puram,1200.0,4.0,83.0,4,119
6242,Banaswadi,1200.0,2.0,60.0,2,34
6243,Old Airport Road,1050.0,2.0,50.0,2,182
6244,Kathriguppe,1300.0,3.0,77.99,3,136
6245,Whitefield,1356.0,2.0,94.84,2,234
6246,Whitefield,1338.0,2.0,103.0,2,234
6247,other,500.0,1.0,20.0,1,240
6248,other,1280.0,2.0,100.0,3,240
6249,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3,193
6250,Anekal,620.0,1.0,23.5,2,18
6251,8th Phase JP Nagar,1605.0,2.0,65.0,3,8
6252,Thanisandra,1917.0,3.0,110.0,3,218
6253,Sarjapur  Road,1400.0,3.0,55.0,3,203
6254,Thubarahalli,2625.0,3.0,175.0,3,220
6255,Sahakara Nagar,1100.0,2.0,55.0,2,199
6256,Hennur Road,2041.0,3.0,128.0,3,99
6257,Sarjapur  Road,2070.0,4.0,160.0,3,203
6258,Hebbal,1110.0,3.0,59.0,3,95
6259,other,1650.0,3.0,110.0,3,240
6260,Ambedkar Nagar,3565.0,4.0,255.0,4,14
6261,Varthur Road,1033.0,2.0,30.47,3,227
6262,HSR Layout,1142.0,2.0,65.0,2,92
6263,other,1500.0,2.0,75.0,3,240
6264,Electronic City Phase II,1502.0,3.0,50.0,3,78
6265,other,1176.0,2.0,45.0,3,240
6266,Hosa Road,1063.0,2.0,32.8,2,104
6267,Kammanahalli,1100.0,2.0,60.0,2,128
6268,other,1044.0,2.0,85.0,2,240
6269,6th Phase JP Nagar,1216.0,2.0,60.0,2,6
6270,other,1425.0,3.0,55.0,3,240
6271,Hosur Road,1345.0,2.0,108.0,2,107
6272,Bellandur,3600.0,4.0,245.0,4,43
6273,Uttarahalli,1025.0,2.0,35.88,2,225
6274,Lakshminarayana Pura,3050.0,2.0,90.0,3,157
6275,Kadubeesanahalli,1424.0,2.0,75.0,3,120
6276,other,1285.0,2.0,45.0,2,240
6277,Babusapalaya,1450.0,2.0,55.99,2,26
6278,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2,193
6279,other,2000.0,2.0,95.0,3,240
6280,Uttarahalli,1125.0,2.0,47.65,2,225
6281,Old Madras Road,3900.0,4.0,175.0,4,183
6282,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2,193
6283,Arekere,1240.0,2.0,60.0,2,21
6284,Devanahalli,1466.0,3.0,77.59,3,68
6285,Ramagondanahalli,1610.0,2.0,115.0,3,196
6286,Sarjapur  Road,1220.0,3.0,56.0,3,203
6287,Kaggadasapura,1225.0,2.0,48.0,2,122
6288,Akshaya Nagar,1300.0,2.0,54.0,2,12
6289,Thanisandra,1996.0,4.0,123.0,3,218
6290,other,1320.0,2.0,55.0,3,240
6291,Sarjapur  Road,1435.0,3.0,90.0,3,203
6292,Rayasandra,1601.0,3.0,70.0,3,198
6293,Kadubeesanahalli,1257.0,2.0,93.0,2,120
6294,Iblur Village,3596.0,5.0,260.0,4,111
6295,Kasavanhalli,1309.0,2.0,95.0,2,134
6296,Yeshwanthpur,1362.0,2.0,100.0,2,239
6297,Whitefield,1115.0,2.0,55.0,2,234
6298,Whitefield,1870.0,3.0,90.0,3,234
6299,other,1322.0,2.0,61.99,2,240
6300,other,1450.0,2.0,65.0,3,240
6301,Banashankari,1185.0,2.0,67.0,2,29
6302,7th Phase JP Nagar,1790.0,3.0,120.0,3,7
6303,Whitefield,3450.0,4.0,208.0,3,234
6304,Rachenahalli,1050.0,2.0,52.5,2,192
6305,Devanahalli,775.0,1.0,39.0,1,68
6306,Hoodi,1000.0,2.0,48.0,2,100
6307,Thanisandra,1183.0,2.0,77.25,2,218
6308,other,425.0,1.0,15.0,1,240
6309,other,820.0,2.0,30.0,2,240
